@relation 'brazilian-malware - actually processed-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,12-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.NominalToString-Cfirst-last-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R8,10-11-weka.filters.unsupervised.instance.RemoveRange-V-R1-15-weka.filters.MultiFilter-Fweka.filters.unsupervised.instance.RemoveRange -V -R 1-15-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0'

@attribute BaseOfCode numeric
@attribute BaseOfData numeric
@attribute Characteristics numeric
@attribute DllCharacteristics numeric
@attribute Entropy numeric
@attribute FileAlignment numeric
@attribute ImageBase numeric
@attribute Machine numeric
@attribute NumberOfRvaAndSizes numeric
@attribute NumberOfSections numeric
@attribute NumberOfSymbols numeric
@attribute Size numeric
@attribute SizeOfCode numeric
@attribute SizeOfHeaders numeric
@attribute SizeOfImage numeric
@attribute SizeOfInitializedData numeric
@attribute SizeOfUninitializedData numeric
@attribute Label {0,1}

@data
4096,40960,33167,0,7.940839,512,4194304,332,16,8,0,487788,35328,1024,77824,16896,0,0
4096,65536,33166,0,6.143856,512,4194304,332,16,7,0,73216,57856,1024,110592,14336,16384,0
4096,45056,33167,32768,7.984604,512,4194304,332,16,8,0,1164296,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999577,512,4194304,332,16,8,0,9227744,37888,1024,81920,17920,0,0
4096,40960,33167,0,7.990054,512,4194304,332,16,8,0,1436257,35328,1024,77824,16896,0,0
4096,45056,33167,32768,7.999981,512,4194304,332,16,8,0,38812496,40448,1024,81920,13824,0,0
4096,1171456,33166,0,4.858305,512,4194304,332,16,8,0,5195776,1166848,1024,5345280,4027904,0,0
4096,45056,33167,32768,7.999927,512,4194304,332,16,8,0,32518056,37888,1024,102400,34304,0,0
4096,65536,271,0,6.389031,512,4194304,332,16,4,0,65024,61440,1024,77824,2560,2560,0
4096,16384,287,0,6.017871,512,4194304,332,16,3,0,14336,11264,1024,24576,2560,0,0
4096,8192,270,0,7.997554,512,4194304,332,16,7,0,1876980,2560,1024,32768,4608,0,0
4096,45056,33167,32768,7.995115,512,4194304,332,16,8,0,11415344,37888,1024,192512,124416,0,0
733184,1069056,33167,0,7.738553,512,4194304,332,16,3,0,3915937,335872,4096,1081344,12288,729088,0
4096,49152,33167,33088,7.998197,512,4194304,332,16,8,0,6035671,41472,1024,98304,27136,0,0
4096,40960,33167,32768,7.989169,512,4194304,332,16,8,0,1338652,36864,1024,77824,16896,0,0
4096,24576,271,0,7.999793,512,4194304,332,16,5,0,7569920,18944,1024,7585792,10752,0,0
4096,45056,33167,32768,7.998294,512,4194304,332,16,8,0,3929637,37376,1024,81920,17408,0,0
4096,49152,33167,33088,7.999559,512,4194304,332,16,8,0,19051064,41472,1024,118784,45568,0,0
4096,45056,33167,32768,7.960444,512,4194304,332,16,8,0,666166,40448,1024,81920,17920,0,0
4096,24576,271,0,5.703145,512,4194304,332,16,4,0,19968,16896,1024,36864,2048,512,0
4096,8192,8470,0,1.86424,4096,1093599232,332,16,5,0,24603,4096,4096,24576,16384,0,0
4096,49152,33167,33088,7.996089,512,4194304,332,16,8,0,2493193,41472,1024,86016,17920,0,0
4096,45056,33167,32768,7.975124,512,4194304,332,16,8,0,938473,37888,1024,81920,17920,0,0
4096,24576,287,0,4.975076,4096,4194304,332,16,3,0,32768,20480,4096,32768,8192,0,0
4096,8192,270,0,7.997554,512,4194304,332,16,7,0,1876980,2560,1024,32768,4608,0,0
4096,45056,33167,32768,7.999768,512,4194304,332,16,8,0,11697673,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.993786,512,4194304,332,16,8,0,1956880,40448,1024,81920,17920,0,0
307200,446464,33167,0,7.999773,512,4194304,332,16,3,0,32846457,139264,4096,483328,36864,303104,0
4096,45056,33167,32768,7.999311,512,4194304,332,16,8,0,6987368,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.9958,512,4194304,332,16,8,0,2413333,37888,1024,81920,17920,0,0
4096,53248,33167,0,7.964602,512,4194304,332,16,8,0,768797,47104,1024,94208,16384,0,0
4096,45056,33167,32768,7.953953,512,4194304,332,16,8,0,593716,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999981,512,4194304,332,16,8,0,43103375,37888,1024,81920,17920,0,0
4096,20480,8462,0,4.594313,512,268435456,332,16,5,0,35328,13312,1024,53248,20992,0,0
4096,8192,33166,0,1.628783,512,4194304,332,16,7,0,9216,1536,1024,36864,6656,512,0
4096,45056,33167,32768,7.994455,512,4194304,332,16,8,0,2132832,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.953953,512,4194304,332,16,8,0,593716,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.997376,512,4194304,332,16,8,0,3142944,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.996827,512,4194304,332,16,8,0,2439969,37888,1024,81920,13824,0,0
4096,40960,33167,0,7.987527,512,4194304,332,16,8,0,1261041,35840,1024,77824,16896,0,0
4096,45056,33167,32768,7.99845,512,4194304,332,16,8,0,4224745,40448,1024,81920,17920,0,0
4096,73728,271,0,7.993366,4096,4194304,332,16,4,0,7757897,69632,4096,172032,98304,0,0
4096,45056,33167,32768,7.999952,512,4194304,332,16,8,0,27515835,37376,1024,81920,17408,0,0
4096,36864,33166,0,7.999769,512,4194304,332,16,8,0,12258611,30720,1024,69632,12800,0,0
4096,16384,271,0,4.478604,512,4194304,332,16,4,0,27648,12288,1024,40960,16896,0,0
4096,45056,33167,32768,7.996316,512,4194304,332,16,8,0,2826817,37376,1024,86016,20480,0,0
4096,1044480,33167,0,7.790817,512,4194304,332,16,9,0,4209056,1039360,1024,4313088,3163136,0,0
4096,16384,1295,0,7.952814,512,4194304,332,16,4,0,211246,8704,1024,28672,5632,0,0
4096,45056,33167,32768,7.924105,512,4194304,332,16,8,0,480011,37376,1024,94208,25088,0,0
4096,28672,271,0,7.996266,512,4194304,332,16,5,0,1375232,22016,1024,1392640,10752,0,0
4096,45056,33167,32768,7.998263,512,4194304,332,16,8,0,4970408,37376,1024,102400,36864,0,0
4096,45056,33167,32768,7.999956,512,4194304,332,16,8,0,47737986,40448,1024,106496,37376,0,0
4096,45056,33167,32768,7.997471,512,4194304,332,16,8,0,3225856,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999884,512,4194304,332,16,8,0,17435568,37888,1024,81920,17920,0,0
4096,40960,33167,0,7.999239,512,4194304,332,16,8,0,6210695,35328,1024,81920,16896,0,0
4096,45056,33167,32768,7.990257,512,4194304,332,16,8,0,5996792,40448,1024,90112,20992,0,0
4096,438272,33166,0,6.701205,512,4194304,332,16,8,0,537600,430592,1024,569344,105984,0,0
4096,434176,33166,0,7.697712,512,4194304,332,16,8,0,4741323,426496,1024,557056,100352,0,0
4096,45056,33167,32768,7.999077,512,4194304,332,16,8,0,30941112,40448,1024,253952,185856,0,0
4096,45056,33167,32768,7.965958,512,4194304,332,16,8,0,1210512,37376,1024,102400,36864,0,0
4096,45056,33167,32768,7.997796,512,4194304,332,16,8,0,3427824,37888,1024,81920,17920,0,0
4096,45056,33167,33088,7.999665,512,4194304,332,16,8,0,20522240,40448,1024,167936,102400,0,0
4096,45056,33167,32768,7.995069,512,4194304,332,16,8,0,6346960,37376,1024,180224,112640,0,0
4096,45056,33167,32768,7.996885,512,4194304,332,16,8,0,3046696,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999945,512,4194304,332,16,8,0,26435040,37888,1024,81920,17920,0,0
4096,49152,33167,33088,7.998496,512,4194304,332,16,8,0,13918244,41472,1024,180224,110592,0,0
4096,49152,33167,33088,7.999838,512,4194304,332,16,8,0,14127178,41472,1024,86016,17920,0,0
4096,40960,33167,32768,7.969901,512,4194304,332,16,8,0,740807,36864,1024,77824,17408,0,0
4096,40960,33167,32768,7.979543,512,4194304,332,16,8,0,934521,36864,1024,77824,17408,0,0
4096,45056,33167,32768,7.999798,512,4194304,332,16,8,0,12803768,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999516,512,4194304,332,16,8,0,7084992,40448,1024,81920,13824,0,0
4096,45056,33167,32768,7.821215,512,4194304,332,16,8,0,620232,40448,1024,135168,67072,0,0
4096,675840,33166,0,7.985736,512,4194304,332,16,10,0,764870,669696,1024,827392,116224,0,0
4096,45056,33167,32768,7.993762,512,4194304,332,16,8,0,1986288,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.952164,512,4194304,332,16,8,0,6882368,37888,1024,446464,380928,0,0
4096,45056,33167,32768,7.949163,512,4194304,332,16,8,0,622949,40448,1024,86016,18432,0,0
4096,45056,33167,32768,7.991569,512,4194304,332,16,8,0,1648993,40448,1024,81920,17920,0,0
4096,28672,271,0,7.996266,512,4194304,332,16,5,0,1375232,22016,1024,1392640,10752,0,0
4096,53248,33167,0,7.99208,512,4194304,332,16,8,0,1833532,46592,1024,94208,16384,0,0
4096,45056,33167,32768,7.996316,512,4194304,332,16,8,0,2826817,37376,1024,86016,20480,0,0
4096,45056,33167,32768,7.999983,512,4194304,332,16,8,0,50157480,40448,1024,81920,17920,0,0
6201344,8495104,33167,0,7.994082,512,4194304,332,16,3,0,2319872,2293760,4096,8523776,28672,6197248,0
4096,49152,33167,33088,7.9999,512,4194304,332,16,8,0,18091026,41472,1024,86016,14848,0,0
4096,45056,33167,32768,7.897822,512,4194304,332,16,8,0,2998688,37888,1024,376832,307712,0,0
4096,24576,271,0,5.703145,512,4194304,332,16,4,0,19968,16896,1024,36864,2048,512,0
4096,45056,33167,32768,7.999456,512,4194304,332,16,8,0,10796912,40448,1024,135168,66048,0,0
4096,40960,33167,0,7.999351,512,4194304,332,16,8,0,6665678,35840,1024,77824,16896,0,0
4096,45056,33167,32768,7.999836,512,4194304,332,16,8,0,14099408,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999458,512,4194304,332,16,8,0,7567503,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.989156,512,4194304,332,16,8,0,1412896,40448,1024,81920,17920,0,0
4096,49152,33167,33088,7.9997,512,4194304,332,16,8,0,11046861,41472,1024,86016,17920,0,0
4096,45056,33167,32768,7.998423,512,4194304,332,16,8,0,6896616,40448,1024,167936,101376,0,0
4096,28672,271,0,7.999389,512,4194304,332,16,5,0,6657592,22016,1024,6668288,10752,0,0
4096,45056,33167,33088,7.970602,512,4194304,332,16,8,0,1011280,40448,1024,176128,110592,0,0
4096,53248,33167,0,7.925848,512,4194304,332,16,8,0,494814,47104,1024,94208,16384,0,0
4096,45056,33167,32768,7.997466,512,4194304,332,16,8,0,3340927,40448,1024,81920,13824,0,0
4096,45056,33167,32768,7.919151,512,4194304,332,16,8,0,404927,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.99924,512,4194304,332,16,8,0,6035601,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.998785,512,4194304,332,16,8,0,237336758,40448,1024,81920,17920,0,0
4096,16384,33166,0,4.478632,512,4194304,332,16,7,0,20992,9728,1024,45056,10240,512,0
4096,45056,33167,32768,7.948145,512,4194304,332,16,8,0,532437,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.950132,512,4194304,332,16,8,0,563616,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.96973,512,4194304,332,16,8,0,742893,37376,1024,81920,17408,0,0
4096,40960,33167,0,7.999351,512,4194304,332,16,8,0,6665678,35840,1024,77824,16896,0,0
4096,24576,271,0,7.997676,512,4194304,332,16,5,0,15717488,18944,1024,15728640,10752,0,0
4096,45056,33167,32768,7.919218,512,4194304,332,16,8,0,369611,37888,1024,81920,14848,0,0
4096,24576,271,0,5.981161,512,4194304,332,16,4,0,23552,19968,1024,36864,2560,1024,0
4096,45056,33167,32768,7.999937,512,4194304,332,16,8,0,22947693,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.949908,512,4194304,332,16,8,0,563478,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.995648,512,4194304,332,16,8,0,2126409,37376,1024,77824,10752,0,0
4096,45056,33167,32768,7.993804,512,4194304,332,16,8,0,16261256,37888,1024,348160,280064,0,0
4096,45056,33167,32768,7.99994,512,4194304,332,16,8,0,23956624,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.998993,512,4194304,332,16,8,0,82958279,40448,1024,450560,383488,0,0
4096,20480,8462,0,4.646499,512,268435456,332,16,5,0,35840,13312,1024,53248,21504,0,0
4096,16384,287,0,5.733148,512,4194304,332,16,3,0,13312,8704,1024,24576,3584,0,0
4096,45056,33167,32768,7.999631,512,4194304,332,16,8,0,9328975,40448,1024,81920,17920,0,0
4096,36864,271,0,6.144882,512,4194304,332,16,4,0,35328,31744,1024,49152,2560,2048,0
4096,36864,270,0,7.972926,512,4194304,332,16,7,0,1152512,31232,1024,1179648,1120256,6144,0
4096,45056,33167,32768,7.998399,512,4194304,332,16,8,0,4100223,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.971534,512,4194304,332,16,8,0,797506,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.97465,512,4194304,332,16,8,0,12670040,37888,1024,552960,484352,0,0
4096,45056,33167,32768,7.952702,512,4194304,332,16,8,0,583796,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.995662,512,4194304,332,16,8,0,5105152,40448,1024,106496,37376,0,0
4096,20480,8462,0,4.851861,512,268435456,332,16,5,0,35840,13312,1024,53248,21504,0,0
4096,106496,33166,0,7.999366,512,4194304,332,16,8,0,43073104,101376,1024,249856,123904,0,0
4096,163840,271,0,7.964137,4096,4194304,332,16,4,0,2643424,159744,4096,2662400,2498560,0,0
4096,45056,33167,33088,7.982166,512,4194304,332,16,8,0,1057250,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.851648,512,4194304,332,16,8,0,6553832,37888,1024,241664,172544,0,0
4096,20480,8462,0,4.613948,512,268435456,332,16,5,0,34816,13312,1024,53248,20480,0,0
4096,45056,33167,32768,7.999537,512,4194304,332,16,8,0,8121812,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.993833,512,4194304,332,16,8,0,9975176,37888,1024,192512,124416,0,0
4096,40960,33167,32768,7.993587,512,4194304,332,16,8,0,1855178,36864,1024,77824,16384,0,0
4096,45056,33167,32768,7.999723,512,4194304,332,16,8,0,10647517,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999956,512,4194304,332,16,8,0,47737986,40448,1024,106496,37376,0,0
4096,45056,33167,32768,7.995001,512,4194304,332,16,8,0,3049712,40448,1024,81920,17920,0,0
4096,20480,8462,0,4.65931,512,268435456,332,16,5,0,35328,13312,1024,53248,20992,0,0
4096,53248,33167,0,7.98319,512,4194304,332,16,8,0,1207866,46592,1024,94208,16384,0,0
4096,45056,33167,32768,7.999826,512,4194304,332,16,8,0,12951423,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.999175,512,4194304,332,16,8,0,5980424,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.99886,512,4194304,332,16,8,0,5111341,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.966201,512,4194304,332,16,8,0,969175,37888,1024,102400,35840,0,0
4096,45056,33167,32768,7.999938,512,4194304,332,16,8,0,47663088,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.998791,512,4194304,332,16,8,0,8026848,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.998261,512,4194304,332,16,8,0,4013219,40448,1024,81920,17920,0,0
4096,49152,33167,33088,7.999102,512,4194304,332,16,8,0,5686815,41472,1024,86016,17920,0,0
4096,45056,33167,32768,7.999992,512,4194304,332,16,8,0,77162217,37888,1024,81920,17920,0,0
4096,20480,8462,0,4.619946,512,268435456,332,16,5,0,34816,13312,1024,53248,20480,0,0
4096,49152,33167,33088,7.998274,512,4194304,332,16,8,0,5590760,41472,1024,98304,27648,0,0
4096,45056,33167,32768,7.998365,512,4194304,332,16,8,0,3971945,37376,1024,81920,17408,0,0
4096,53248,33167,0,7.979337,512,4194304,332,16,8,0,1042258,46592,1024,94208,16384,0,0
4096,32768,287,0,5.816731,4096,4194304,332,16,3,0,40960,28672,4096,73728,40960,0,0
4096,40960,33167,320,7.999999,512,4194304,332,16,8,0,296129360,36352,1024,77824,16896,0,0
4096,45056,33167,32768,7.999925,512,4194304,332,16,8,0,32071954,37888,1024,106496,37376,0,0
4096,434176,33166,0,7.697712,512,4194304,332,16,8,0,4741323,426496,1024,557056,100352,0,0
4096,45056,33167,32768,7.99313,512,4194304,332,16,8,0,1782585,37376,1024,81920,17408,0,0
4096,8192,33166,0,1.272765,512,4194304,332,16,7,0,8704,1024,1024,36864,6656,512,0
4096,49152,33167,33088,7.998452,512,4194304,332,16,8,0,23610436,41472,1024,86016,17920,0,0
4096,45056,33167,32768,7.999542,512,4194304,332,16,8,0,8096265,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.997981,512,4194304,332,16,8,0,3737828,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999711,512,4194304,332,16,8,0,10335608,37376,1024,81920,17408,0,0
4096,20480,8454,0,5.974609,512,1593835520,332,16,8,0,27136,15360,1024,69632,9728,21504,0
4096,53248,33167,0,7.994745,512,4194304,332,16,8,0,2714417,47104,1024,98304,20480,0,0
5234688,12320768,33167,0,7.816702,512,4194304,332,16,3,0,7100928,7086080,4096,12341248,20480,5230592,0
4096,65536,527,0,6.444677,512,4194304,332,16,4,0,65024,63488,1024,77824,2560,3072,0
4096,45056,33167,32768,7.993949,512,4194304,332,16,8,0,5783784,40448,1024,147456,78336,0,0
4096,45056,33167,32768,7.999377,512,4194304,332,16,8,0,7686996,40448,1024,94208,25600,0,0
4096,45056,33167,32768,7.995421,512,4194304,332,16,8,0,2393816,37888,1024,81920,17920,0,0
4096,53248,271,0,7.975308,4096,4194304,332,16,5,0,1473500,49152,4096,73728,20480,0,0
4096,45056,33167,32768,7.994923,512,4194304,332,16,8,0,2211368,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.896251,512,4194304,332,16,8,0,354777,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999847,512,4194304,332,16,8,0,14728894,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.950873,512,4194304,332,16,8,0,4148473,37376,1024,270336,203776,0,0
4096,102400,271,0,5.781775,512,4194304,332,16,3,0,137216,94720,1024,671744,567808,0,0
4096,45056,33167,32768,7.994537,512,4194304,332,16,8,0,2941736,37888,1024,102400,33280,0,0
4096,8192,33166,0,1.628783,512,4194304,332,16,7,0,9216,1536,1024,36864,6656,512,0
4096,45056,33167,32768,7.997753,512,4194304,332,16,8,0,3430249,37888,1024,81920,17920,0,0
4096,536576,33166,0,7.939707,512,4194304,332,16,10,0,278528,531968,1024,696320,128000,0,0
4096,49152,33167,33088,7.901571,512,4194304,332,16,8,0,1351072,41472,1024,86016,17920,0,0
4096,45056,33167,33088,7.880846,512,4194304,332,16,8,0,325460,40448,1024,81920,17920,0,0
212992,323584,33167,0,7.997039,512,4194304,332,16,3,0,1400031,110592,4096,331776,8192,208896,0
4096,40960,33167,0,7.972543,512,4194304,332,16,8,0,782433,35328,1024,77824,16896,0,0
4096,73728,271,0,7.998224,4096,4194304,332,16,4,0,20190120,69632,4096,172032,98304,0,0
4096,45056,33167,32768,7.999545,512,4194304,332,16,8,0,8742493,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.999444,512,4194304,332,16,8,0,8588782,40448,1024,86016,19968,0,0
4096,40960,33167,0,7.99713,512,4194304,332,16,8,0,2967179,35328,1024,77824,16896,0,0
4096,45056,33167,32768,7.998089,512,4194304,332,16,8,0,3990783,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.994759,512,4194304,332,16,8,0,2146973,40448,1024,81920,17920,0,0
4096,40960,33167,0,7.996155,512,4194304,332,16,8,0,2505020,36864,1024,77824,16896,0,0
4096,45056,33167,32768,7.964976,512,4194304,332,16,8,0,704292,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.99657,512,4194304,332,16,8,0,2726894,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.892024,512,4194304,332,16,8,0,1803300,40448,1024,159744,93696,0,0
4096,45056,33167,32768,7.999958,512,4194304,332,16,8,0,335824056,37888,1024,430080,363520,0,0
4096,24576,271,0,5.981161,512,4194304,332,16,4,0,23552,19968,1024,36864,2560,1024,0
4096,106496,33166,0,7.970961,512,4194304,332,16,8,0,11786751,101376,1024,520192,393216,0,0
4096,45056,33167,32768,7.820866,512,4194304,332,16,8,0,711057,40448,1024,110592,43008,0,0
4096,45056,33167,32768,7.999991,512,4194304,332,16,8,0,100342660,37888,1024,102400,35840,0,0
4096,49152,33167,33088,7.999836,512,4194304,332,16,8,0,14334814,41472,1024,86016,17920,0,0
4096,45056,33167,32768,7.971545,512,4194304,332,16,8,0,797501,40448,1024,81920,17920,0,0
4096,45056,33167,33088,7.994941,512,4194304,332,16,8,0,2192227,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.998607,512,4194304,332,16,8,0,4291501,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.995394,512,4194304,332,16,8,0,2848096,37888,1024,94208,25600,0,0
4096,405504,33166,0,6.552951,512,4194304,332,16,8,0,498176,401408,1024,520192,95744,0,0
4096,45056,33167,32768,7.998916,512,4194304,332,16,8,0,6364208,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999897,512,4194304,332,16,8,0,18223344,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.989749,512,4194304,332,16,8,0,2119774,37376,1024,106496,38400,0,0
4096,45056,33167,32768,7.999964,512,4194304,332,16,8,0,33276136,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.994537,512,4194304,332,16,8,0,2941736,37888,1024,102400,33280,0,0
4096,8192,33166,0,2.782288,512,4194304,332,16,7,0,11776,3072,1024,36864,7680,512,0
4096,49152,33167,33088,7.97503,512,4194304,332,16,8,0,1482040,41472,1024,192512,120320,0,0
4096,45056,33167,32768,7.992285,512,4194304,332,16,8,0,1744411,40448,1024,81920,17920,0,0
4096,53248,33167,0,7.968302,512,4194304,332,16,8,0,950229,48640,1024,98304,22016,0,0
4096,40960,33167,0,7.992126,512,4194304,332,16,8,0,1712824,35328,1024,77824,16896,0,0
4096,45056,33167,32768,7.980708,512,4194304,332,16,8,0,15930984,40448,1024,446464,380928,0,0
4096,45056,33167,32768,7.998506,512,4194304,332,16,8,0,33162611,37888,1024,81920,17920,0,0
4096,40960,33167,0,7.999962,512,4194304,332,16,8,0,31029427,36864,1024,77824,16896,0,0
4096,106496,33166,0,7.999366,512,4194304,332,16,8,0,43073104,101376,1024,249856,123904,0,0
4096,45056,33167,32768,7.999949,512,4194304,332,16,8,0,46144572,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999727,512,4194304,332,16,8,0,10694528,37888,1024,81920,17920,0,0
434176,655360,33167,0,7.43376,512,4194304,332,16,3,0,293376,221184,4096,729088,73728,430080,0
4096,45056,33167,32768,7.999736,512,4194304,332,16,8,0,11226199,40448,1024,81920,17920,0,0
4096,20480,8462,0,4.646499,512,268435456,332,16,5,0,35840,13312,1024,53248,21504,0,0
4096,45056,33167,32768,7.988148,512,4194304,332,16,8,0,17600050,37888,1024,356352,290304,0,0
4096,434176,33166,0,7.697712,512,4194304,332,16,8,0,4741323,426496,1024,557056,100352,0,0
4096,73728,271,0,7.9619,4096,4194304,332,16,4,0,2618920,69632,4096,172032,98304,0,0
4096,155648,33166,0,7.930059,512,4194304,332,16,8,0,1421071,148992,1024,212992,36352,0,0
4096,45056,33167,32768,7.999373,512,4194304,332,16,8,0,6982752,37888,1024,81920,17920,0,0
4096,12288,271,0,6.074157,512,4194304,332,16,3,0,15360,8192,1024,24576,9216,0,0
4096,45056,33167,32768,7.999619,512,4194304,332,16,8,0,9115568,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.975175,512,4194304,332,16,8,0,862615,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.998887,512,4194304,332,16,8,0,5122240,40448,1024,81920,17920,0,0
4096,49152,33167,33088,7.984274,512,4194304,332,16,8,0,4189664,41472,1024,180224,110592,0,0
4096,40960,33167,0,7.999878,512,4194304,332,16,8,0,15949460,36864,1024,77824,14336,0,0
4096,40960,270,0,3.999968,512,4194304,332,16,9,0,93184,34816,1024,122880,57344,3072,0
4096,45056,33167,32768,7.985954,512,4194304,332,16,8,0,1210470,37888,1024,81920,17920,0,0
4096,40960,33167,32768,7.999688,512,4194304,332,16,8,0,9661775,36864,1024,77824,17408,0,0
4096,40960,33167,32768,7.996416,512,4194304,332,16,8,0,2556409,36864,1024,77824,17408,0,0
4096,16384,1295,0,7.998234,512,4194304,332,16,4,0,2437699,8704,1024,28672,5632,0,0
4096,45056,33167,32768,7.999893,512,4194304,332,16,8,0,17708600,37888,1024,81920,17920,0,0
4096,45056,33167,33088,7.989071,512,4194304,332,16,8,0,13108984,40448,1024,376832,308224,0,0
4096,28672,271,0,7.994612,512,4194304,332,16,5,0,1468388352,22016,1024,1468403712,10752,0,0
4096,45056,33167,32768,7.999636,512,4194304,332,16,8,0,8940293,37376,1024,81920,17408,0,0
4096,8192,271,0,7.999221,512,4194304,332,16,4,0,199449600,512,1024,199462912,199448576,0,0
4096,106496,33166,0,7.971582,512,4194304,332,16,8,0,11819061,101376,1024,520192,394240,0,0
1142784,1507328,33167,0,7.882296,512,4194304,332,16,3,0,386336,364544,4096,1523712,16384,1138688,0
81920,106496,287,0,7.996163,512,4194304,332,16,3,0,1121066,24576,4096,110592,4096,77824,0
4096,40960,33167,0,7.996529,512,4194304,332,16,8,0,2628189,36864,1024,77824,16896,0,0
4096,20480,8462,0,4.610434,512,268435456,332,16,5,0,34816,13312,1024,53248,20480,0,0
4096,40960,33167,0,7.96646,512,4194304,332,16,8,0,702647,36864,1024,77824,16896,0,0
4096,45056,33167,32768,7.998807,512,4194304,332,16,8,0,5543218,37888,1024,81920,17920,0,0
4096,24576,287,0,6.282028,512,4194304,332,16,3,0,21504,16896,1024,32768,4096,0,0
4096,262144,783,0,6.233885,512,4194304,332,16,7,0,315904,257536,1024,335872,314880,2048,0
4096,40960,33167,0,7.999479,512,4194304,332,16,8,0,7467438,36864,1024,77824,16896,0,0
4096,45056,33167,32768,7.989568,512,4194304,332,16,8,0,1456696,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999768,512,4194304,332,16,8,0,11697673,37888,1024,81920,17920,0,0
4096,45056,33167,33088,7.999649,512,4194304,332,16,8,0,9500608,40448,1024,81920,17920,0,0
4096,45056,33167,33088,7.999254,512,4194304,332,16,8,0,7236787,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.997046,512,4194304,332,16,8,0,3005176,40448,1024,81920,17920,0,0
4096,40960,271,32768,7.985463,512,16777216,332,16,3,0,1709160,34304,1024,1716224,1667072,0,0
4096,45056,33167,32768,7.994472,512,4194304,332,16,8,0,2108214,40448,1024,81920,17920,0,0
4096,73728,271,0,7.999048,4096,4194304,332,16,4,0,291020655,69632,4096,172032,98304,0,0
4096,45056,33167,32768,7.998993,512,4194304,332,16,8,0,82958279,40448,1024,450560,383488,0,0
4096,81920,270,0,7.995602,512,4194304,332,16,6,0,5397664,75264,1024,237568,141824,0,0
4096,45056,33167,32768,7.892024,512,4194304,332,16,8,0,1803300,40448,1024,159744,93696,0,0
4096,45056,33167,32768,7.999686,512,4194304,332,16,8,0,14056840,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999092,512,4194304,332,16,8,0,5447321,37376,1024,81920,17408,0,0
